                 '              's             've               ,               .               :               ?               a           about           again            also              am             and         another         anxiety             are              at            back             bad              be         because          before          better             big          bigger           bonus             but             bye              ca             can            care         clearer         clients           close     collections         company compassionately       condition            cons    consistently           could         current       currently             day            deal        decision       different            dire              do           doubt            down            else             end           every            feel        feelings            fill       financial           first             for          future             get            gets            give           going             had            hard            have          having          health           heart           hello            help         helpful           helps            home            hope             how               i              if         impacts              in              is              it             job            just         keeping            know          lifted            like            line            long            look            lose             lot            make           makes            many             may           maybe              me          mental           might          mostly              my             n't            need          needed           needs        negative            news              no             not              of           offer           often              ok              on           other             out             pay            pays           peace          people          person     perspective         picture        position        possible        probably         problem            pros         provide             put        quitting         reality          really         reframe           right            role             run      safeguards            same             see         service             she          should             sit       situation      situations            some         someone       sometimes            stay           still       stressful            take            talk            than           thank          thanks            that             the           their            them            then           there            they          things           think            this          though            time              to             too            true             try      understand   understanding       upsetting            want          wanted             was             way            well            what            when            with          wonder           would            year             you            your            zoom 
 1               1               0               0               8              19               1               5               9               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0              16               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0 
 2               0               1               0               0               0               0               0               0               0               0               0               1               0               0               0               0               3               0               0               3               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               7               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               2               0               5              12              16               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               2               0               0               0               2               0               0               0               0               0               0               2               0               3               0               0               1               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0              15               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0 
 3               0               0               1               0               0               0               0               0               0               0               0               0               9               0               0               3               0               0               2               0               0               0               0               1               0               0               6               1               0               2               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               7               0               2               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               3               0               0               0               0               0               0               0               0               0               1               0               0               0               3               0               0               0               0               0               0               3               0               0               0               0               0               0               4               0               0               0               0               0               0               1               1               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               1               0               0               1               0               1               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0              11               0               0               0               0               0               0               0               0               0               0               0               1               0               1               0               0               0               0               0               4               1               0               0               0               0               0               0               0              19               0               0 
 4               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               1               0               0               0               0               0               2               0               0               1               0               0               1               1               0               0               1               0               1               0               0               0               0               0               1               1               0               0               1               3               0               0               0               0               2               0               0               1               1               0               0               0               0               0               0               0               0               1               0               1               0               2               1               2               1               1               0               4               0               2               0               0               0               0               0               0               0               0               2               0               0               0               1               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               1               0               0               1               0               0               0               0               0               0               0               1               0               0               1               0               0               1               1               1               0               0               8               0               0               2               1               0               5               0               0               1               0               1               0               0               4               0               0               0               0               1               0               0               0               1               8               2               4               0               0               1               0               6               1 
 5               0               0               0               0               0               0               0               0               5               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               1               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               1               0               0               0               1               0               0               0               0               1               0               0               0               0               0               2               0               0               0               0               0               2               2               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               1               0               0               1               0               0               0               0               0               1               0               0               0               0               0               1               1               0               0               1               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               1               0               0               0               1               0               0               1               0               0               3               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               3               0               0               0               0 
 6               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               2               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               1               2               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               1               0               1               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               4               1               0               0               0               0               0               0               0               0               0               0               0               5               0               0               0               0               0               0               0               0               0               2               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               1               0               0               3               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               1               0               0               0               0               0 
 7               0               0               0               0               0               0               0               0               0               0               0               0               0               1               1               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               1               2               0               0               1               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               1               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               1               0               1               0               0               1               0               1               0               0               0               0               0               0               1               0               0               0               0               0               0               2               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0 
 8               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               2               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               1               1               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0 
 9               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               2               0               0               0               1               0               0               0               0               0               0               0               0               0               0               4               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               2               0               0               0               2               0               0               2               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0 
10               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               2               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               1               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0               0 
